Area,Age,Year at 30 June,Sex,Value
Taranaki region,40-44 Years,2009,Female,3880
Taranaki region,40-44 Years,2010,Female,3960
Taranaki region,40-44 Years,2014,Female,4180
Hawke's Bay region,40-44 Years,2015,Female,5710
Taranaki region,40-44 Years,2011,Female,4040
Hawke's Bay region,40-44 Years,2011,Female,5640
Manawatu-Wanganui region,40-44 Years,2007,Female,8390
Manawatu-Wanganui region,40-44 Years,2006,Female,8620
Taranaki region,40-44 Years,2006,Female,4070
Hawke's Bay region,40-44 Years,2014,Female,5740
Hawke's Bay region,40-44 Years,2009,Female,5510
Hawke's Bay region,40-44 Years,2013,Female,5770
Hawke's Bay region,40-44 Years,2008,Female,5640
Hawke's Bay region,40-44 Years,2010,Female,5520
Gisborne region,40-44 Years,2009,Female,1640
Gisborne region,40-44 Years,2015,Female,1570
Hawke's Bay region,40-44 Years,2012,Female,5740
Gisborne region,40-44 Years,2012,Female,1670
Gisborne region,40-44 Years,2010,Female,1650
Gisborne region,40-44 Years,2008,Female,1620
Gisborne region,40-44 Years,2013,Female,1640
Gisborne region,40-44 Years,2007,Female,1640
Gisborne region,40-44 Years,2014,Female,1620
Hawke's Bay region,40-44 Years,2007,Female,5800
Gisborne region,40-44 Years,2011,Female,1650
Hawke's Bay region,40-44 Years,2006,Female,6000
Gisborne region,40-44 Years,2006,Female,1710
Bay of Plenty region,40-44 Years,2012,Female,10150
Bay of Plenty region,40-44 Years,2011,Female,10210
Bay of Plenty region,40-44 Years,2009,Female,10040
Bay of Plenty region,40-44 Years,2008,Female,10060
Bay of Plenty region,40-44 Years,2010,Female,10150
Bay of Plenty region,40-44 Years,2014,Female,10030
Bay of Plenty region,40-44 Years,2015,Female,9890
Bay of Plenty region,40-44 Years,2013,Female,10150
Waikato region,40-44 Years,2009,Female,14740
Bay of Plenty region,40-44 Years,2007,Female,10160
Bay of Plenty region,40-44 Years,2006,Female,10360
Waikato region,40-44 Years,2008,Female,14720
Waikato region,40-44 Years,2010,Female,14940
Waikato region,40-44 Years,2013,Female,15260
Waikato region,40-44 Years,2011,Female,15270
Waikato region,40-44 Years,2012,Female,15330
Waikato region,40-44 Years,2014,Female,15090
Waikato region,40-44 Years,2007,Female,14810
Waikato region,40-44 Years,2015,Female,14840
Waikato region,40-44 Years,2006,Female,14990
Auckland region,40-44 Years,2013,Female,58280
Auckland region,40-44 Years,2015,Female,57010
Auckland region,40-44 Years,2009,Female,56660
Auckland region,40-44 Years,2011,Female,57630
Auckland region,40-44 Years,2014,Female,57730
Auckland region,40-44 Years,2012,Female,58340
Auckland region,40-44 Years,2010,Female,56820
Auckland region,40-44 Years,2008,Female,56310
Southland region,35-39 Years,2014,Female,2940
Southland region,35-39 Years,2015,Female,2890
Southland region,35-39 Years,2009,Female,3260
Southland region,35-39 Years,2011,Female,3150
Southland region,35-39 Years,2013,Female,3030
Southland region,35-39 Years,2012,Female,3040
Southland region,35-39 Years,2010,Female,3240
Southland region,35-39 Years,2008,Female,3290
Otago region,35-39 Years,2015,Female,6340
Southland region,35-39 Years,2007,Female,3330
Southland region,35-39 Years,2006,Female,3350
Northland region,40-44 Years,2015,Female,5400
Auckland region,40-44 Years,2007,Female,56530
Otago region,35-39 Years,2013,Female,6440
Otago region,35-39 Years,2011,Female,6890
Otago region,35-39 Years,2012,Female,6570
Otago region,35-39 Years,2014,Female,6400
Otago region,35-39 Years,2010,Female,7040
Auckland region,40-44 Years,2006,Female,56540
Northland region,40-44 Years,2014,Female,5470
Otago region,35-39 Years,2009,Female,7140
Northland region,40-44 Years,2009,Female,5760
Northland region,40-44 Years,2011,Female,5740
Northland region,40-44 Years,2013,Female,5620
Northland region,40-44 Years,2012,Female,5680
Northland region,40-44 Years,2010,Female,5680
Northland region,40-44 Years,2008,Female,5780
Otago region,35-39 Years,2008,Female,7230
Otago region,35-39 Years,2006,Female,7020
Canterbury region,35-39 Years,2015,Female,17610
Otago region,35-39 Years,2007,Female,7180
Northland region,40-44 Years,2007,Female,5900
West Coast region,35-39 Years,2015,Female,920
Canterbury region,35-39 Years,2011,Female,19570
Canterbury region,35-39 Years,2013,Female,17820
Northland region,40-44 Years,2006,Female,5970
Canterbury region,35-39 Years,2010,Female,20920
Canterbury region,35-39 Years,2014,Female,17590
Canterbury region,35-39 Years,2012,Female,18500
Canterbury region,35-39 Years,2008,Female,21430
Canterbury region,35-39 Years,2009,Female,21250
Canterbury region,35-39 Years,2007,Female,21320
Canterbury region,35-39 Years,2006,Female,20960
West Coast region,35-39 Years,2011,Female,1100
West Coast region,35-39 Years,2013,Female,980
